Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
8-July-2015,8.00,8.04,7.50,7.73,7.692585018338229928,208308,421,1602427.00,126360,60.66,0.54,-0.27
7-July-2015,8.50,8.50,7.97,8.04,8.171176316463484642,339679,515,2775577.00,188941,55.62,0.53,-0.46
6-July-2015,7.43,8.23,7.33,8.13,7.897467923242874985,228982,548,1808378.00,122944,53.69,0.90,0.70
3-July-2015,7.89,7.89,7.43,7.56,7.612738044482342073,225168,442,1714145.00,137031,60.86,0.46,-0.33
2-July-2015,7.88,7.91,7.55,7.69,7.705097577326651629,269991,582,2080307.00,143209,53.04,0.36,-0.19
1-July-2015,7.50,7.83,7.43,7.78,7.690383094134930500,309715,483,2381827.00,222589,71.87,0.40,0.28
30-June-2015,7.17,7.49,7.15,7.33,7.394782231837507885,572237,456,4231568.00,460768,80.52,0.34,0.16
29-June-2015,7.19,7.19,6.92,7.13,7.085603912894482694,160495,281,1137204.00,86779,54.07,0.27,-0.06
26-June-2015,7.80,7.80,7.31,7.34,7.390954923936338404,227704,348,1682950.00,159094,69.87,0.49,-0.46
25-June-2015,7.60,7.60,7.30,7.53,7.466463324225286479,236055,253,1762496.00,152421,64.57,0.30,-0.07
24-June-2015,7.65,7.88,7.45,7.53,7.594017153486128312,215583,307,1637141.00,104226,48.35,0.43,-0.12
23-June-2015,7.55,7.90,7.53,7.60,7.697455655612298363,286282,498,2203643.00,152714,53.34,0.37,0.05
22-June-2015,7.35,8.10,7.35,7.50,7.631235537346838132,975357,1494,7443179.00,467038,47.88,0.75,0.15
19-June-2015,7.70,7.80,7.11,7.27,7.372916678363098412,890585,1387,6566209.00,469771,52.75,0.69,-0.43
18-June-2015,6.30,7.50,6.29,7.45,7.243469801613613594,2066170,2648,14966240.00,748158,36.21,1.21,1.15
17-June-2015,6.62,6.62,6.20,6.25,6.339634742516796282,445932,1470,2827046.00,249787,56.01,0.42,-0.37
16-June-2015,6.74,6.74,6.18,6.36,6.375508465499074611,401453,425,2559467.00,232178,57.83,0.56,-0.38
15-June-2015,6.98,6.99,6.55,6.57,6.705353306188680379,332785,1136,2231441.00,221211,66.47,0.44,-0.41
12-June-2015,7.16,7.20,6.82,6.91,6.922292908819221493,675910,735,4678847.00,457153,67.64,0.38,-0.25
11-June-2015,7.02,7.30,6.90,7.16,7.062577657049332042,466796,627,3296783.00,323689,69.34,0.40,0.14
10-June-2015,7.01,7.44,6.99,7.06,7.206927841727231675,234734,338,1691711.00,153363,65.33,0.45,0.05
9-June-2015,7.20,7.25,7.00,7.11,7.158149671646099444,346425,279,2479762.00,287045,82.86,0.25,-0.09
8-June-2015,7.70,7.70,7.15,7.21,7.432399467177377506,186929,374,1389331.00,129815,69.45,0.55,-0.49
5-June-2015,8.03,8.03,7.66,7.71,7.801177861590038314,133632,219,1042487.00,92624,69.31,0.37,-0.32
4-June-2015,7.93,8.10,7.80,7.92,7.939141021921065956,175767,273,1395439.00,125946,71.66,0.30,-0.01
3-June-2015,8.16,8.22,6.82,7.77,7.681910781830885843,339191,1067,2605635.00,137370,40.50,1.40,-0.39
2-June-2015,8.30,8.45,8.16,8.24,8.309503888033982996,170909,216,1420169.00,93983,54.99,0.29,-0.06
1-June-2015,8.10,8.35,8.05,8.31,8.238799651031509801,77944,147,642165.00,44109,56.59,0.30,0.21
29-May-2015,8.20,8.27,8.06,8.13,8.145650561163026536,146927,306,1196816.00,66910,45.54,0.21,-0.07
28-May-2015,8.05,8.30,8.02,8.21,8.170397767432791440,164116,304,1340893.00,96882,59.03,0.28,0.16
27-May-2015,7.98,8.28,7.82,8.07,8.124045323426886269,139707,235,1134986.00,85113,60.92,0.46,0.09
26-May-2015,8.20,8.30,7.94,7.98,8.084191799048463833,198416,307,1604033.00,126611,63.81,0.36,-0.22
25-May-2015,8.50,8.67,8.16,8.20,8.396125867027575706,189152,230,1588144.00,112866,59.67,0.51,-0.30
22-May-2015,8.63,8.63,8.50,8.52,8.547764496500637340,83158,128,710815.00,65436,78.69,0.13,-0.11
21-May-2015,8.70,8.70,8.56,8.62,8.612181800553718206,92827,119,799443.00,56312,60.66,0.14,-0.08
20-May-2015,8.90,8.93,8.62,8.66,8.756033217530235755,53827,159,471311.00,28797,53.50,0.31,-0.24
19-May-2015,8.84,8.88,8.66,8.76,8.774679314433545327,92770,159,814027.00,64901,69.96,0.22,-0.08
18-May-2015,8.80,8.80,8.58,8.67,8.676104861807033876,168641,196,1463147.00,101035,59.91,0.22,-0.13
15-May-2015,8.90,8.90,8.57,8.61,8.640792155812465592,67209,134,580739.00,42124,62.68,0.33,-0.29
14-May-2015,8.60,8.64,8.42,8.60,8.542411588633088208,135305,221,1155831.00,95631,70.68,0.22,0.00
13-May-2015,8.68,8.73,8.53,8.64,8.626872615613659625,96723,183,834417.00,57255,59.19,0.20,-0.04
12-May-2015,9.00,9.08,8.52,8.58,8.711416298282896007,175994,263,1533157.00,118877,67.55,0.56,-0.42
11-May-2015,9.00,9.03,8.92,9.00,8.982709616295594504,37998,101,341325.00,28064,73.86,0.11,0.00
8-May-2015,9.08,9.08,8.80,8.89,8.888183936007916546,194024,551,1724521.00,135389,69.78,0.28,-0.19
7-May-2015,8.92,8.99,8.81,8.83,8.881866680954312700,130649,387,1160407.00,112356,86.00,0.18,-0.09
6-May-2015,9.06,9.12,8.90,8.92,8.977995347033734005,123792,361,1111404.00,92233,74.51,0.22,-0.14
5-May-2015,9.18,9.18,8.96,9.03,9.037300514571625050,126513,444,1143336.00,88599,70.03,0.22,-0.15
4-May-2015,8.93,9.14,8.93,9.02,9.032747582073287018,183525,423,1657735.00,125327,68.29,0.21,0.09
30-April-2015,8.81,8.99,8.81,8.92,8.902341861821818484,119990,286,1068192.00,86997,72.50,0.18,0.11
29-April-2015,8.87,9.05,8.87,8.91,8.950849692352768825,122868,258,1099773.00,67623,55.04,0.18,0.04
28-April-2015,8.80,9.04,8.72,8.91,8.878420507162796917,239292,463,2124535.00,142965,59.74,0.32,0.11
27-April-2015,9.45,9.45,8.83,8.88,8.931861225780008947,373297,694,3334237.00,270337,72.42,0.62,-0.57
24-April-2015,9.33,9.33,9.05,9.11,9.151270248843345836,169022,592,1546766.00,139650,82.62,0.28,-0.22
23-April-2015,9.49,9.50,9.16,9.23,9.315768984951484515,172110,787,1603337.00,80507,46.78,0.34,-0.26
22-April-2015,9.27,9.43,9.11,9.32,9.220752810939645692,380122,1077,3505011.00,234248,61.62,0.32,0.05
21-April-2015,9.80,9.80,8.75,9.21,9.232046093211502094,282905,1632,2611792.00,98972,34.98,1.05,-0.59
20-April-2015,9.11,9.27,8.90,8.97,9.039902037889006157,1227005,828,11092005.00,1134553,92.47,0.37,-0.14
17-April-2015,9.16,9.39,9.08,9.16,9.168757860604290474,167767,789,1538215.00,96853,57.73,0.31,0.00
16-April-2015,9.38,9.43,9.10,9.17,9.190258065363713198,228353,660,2098623.00,162819,71.30,0.33,-0.21
15-April-2015,9.45,9.60,9.40,9.41,9.450473906589014502,218925,625,2068945.00,148117,67.66,0.20,-0.04
13-April-2015,9.41,9.59,9.41,9.47,9.502798812587559324,324066,738,3079534.00,246639,76.11,0.18,0.06
10-April-2015,9.47,9.50,9.27,9.44,9.444369058089374712,358155,987,3382548.00,193823,54.12,0.23,-0.03
9-April-2015,9.66,9.71,9.42,9.48,9.523292003835736276,237764,819,2264296.00,173752,73.08,0.29,-0.18
8-April-2015,9.48,9.62,9.35,9.58,9.526921868167905553,292736,857,2788873.00,203056,69.36,0.27,0.10
7-April-2015,9.40,9.55,9.15,9.48,9.398534399627572905,240584,642,2261137.00,134318,55.83,0.40,0.08
6-April-2015,9.45,9.54,9.25,9.36,9.380163257661482273,256282,923,2403967.00,125861,49.11,0.29,-0.09
1-April-2015,8.97,9.43,8.97,9.28,9.209922560063472648,362991,741,3343119.00,262679,72.37,0.46,0.31
31-March-2015,8.90,9.19,8.90,9.00,9.047967784288228608,317609,821,2873716.00,197172,62.08,0.29,0.10
30-March-2015,8.84,9.12,8.84,8.90,8.993273627633641867,1239301,592,11145373.00,1142753,92.21,0.28,0.06
27-March-2015,8.90,8.98,8.62,8.72,8.803345594241498636,1009985,887,8891247.00,915043,90.60,0.36,-0.18
26-March-2015,8.96,8.97,8.75,8.78,8.819924641659437272,386155,711,3405858.00,292974,75.87,0.22,-0.18
25-March-2015,9.10,9.15,8.80,8.87,8.972998005467199173,422154,854,3787987.00,315743,74.79,0.35,-0.23
24-March-2015,9.45,9.45,9.00,9.04,9.151089552900622519,518699,661,4746661.00,425248,81.98,0.45,-0.41
23-March-2015,9.52,9.68,9.10,9.19,9.345427929495272842,402356,926,3760189.00,316930,78.77,0.58,-0.33
20-March-2015,9.82,9.85,9.45,9.49,9.570973163762675780,356980,690,3416646.00,207680,58.18,0.40,-0.33
19-March-2015,9.98,10.21,9.75,9.81,9.989835809225957779,529506,1069,5289678.00,279967,52.87,0.46,-0.17
18-March-2015,9.58,9.75,9.45,9.67,9.601990736377223336,297076,611,2852521.00,174883,58.87,0.30,0.09
17-March-2015,9.70,9.79,9.54,9.56,9.642012681529965228,268895,626,2592689.00,167536,62.31,0.25,-0.14
16-March-2015,9.90,9.90,9.60,9.62,9.732408028250860489,223710,651,2177237.00,148169,66.23,0.30,-0.28
13-March-2015,10.30,10.30,9.76,9.83,9.946272946696719750,325646,745,3238964.00,205615,63.14,0.54,-0.47
12-March-2015,10.30,10.30,9.96,10.03,10.108046001411672300,376858,1032,3809298.00,223114,59.20,0.34,-0.27
11-March-2015,10.50,10.50,10.05,10.13,10.176872421577021872,321175,741,3268557.00,211682,65.91,0.45,-0.37
10-March-2015,10.30,10.56,10.20,10.26,10.357344039629701948,373861,758,3872207.00,210613,56.33,0.36,-0.04
9-March-2015,10.30,10.50,10.15,10.32,10.328666088082544668,362955,1497,3748841.00,211916,58.39,0.35,0.02
5-March-2015,10.52,10.52,10.12,10.26,10.245096141292358669,444242,991,4551302.00,257353,57.93,0.40,-0.26
4-March-2015,10.48,10.48,10.03,10.10,10.230299119161252727,415286,1076,4248500.00,240108,57.82,0.45,-0.38
3-March-2015,10.35,10.48,10.10,10.27,10.336878502331539477,423111,1221,4373647.00,229244,54.18,0.38,-0.08
2-March-2015,10.65,10.66,10.20,10.29,10.352245583263134815,346636,947,3588461.00,139639,40.28,0.46,-0.36
28-February-2015,10.28,11.17,10.28,10.62,10.724839563204635197,1433898,3485,15378326.00,540557,37.70,0.89,0.34
27-February-2015,10.12,10.37,9.95,10.26,10.219054462957408963,1010283,1794,10324137.00,394670,39.07,0.42,0.14
26-February-2015,10.25,10.25,9.92,10.05,10.080553841546377645,387331,1105,3904511.00,182144,47.03,0.33,-0.20
25-February-2015,10.32,10.74,10.05,10.15,10.413711151205594633,344187,1094,3584264.00,175596,51.02,0.69,-0.17
24-February-2015,10.60,10.75,10.25,10.43,10.442322760752070964,548778,1534,5730517.00,316604,57.69,0.50,-0.17
23-February-2015,11.05,11.25,10.45,10.59,10.905673408765161061,461874,1479,5037047.00,265252,57.43,0.80,-0.46
20-February-2015,11.26,11.26,10.92,11.03,11.145748808036412580,517843,1335,5771748.00,279554,53.98,0.34,-0.23
19-February-2015,11.29,11.29,10.90,11.20,11.127453687919592890,1111643,2589,12369756.00,588996,52.98,0.39,-0.09
18-February-2015,9.70,11.25,9.55,11.11,10.731009343723078132,1958213,5261,21013602.00,875625,44.72,1.70,1.41
16-February-2015,9.99,9.99,9.65,9.71,9.806953403645783486,470187,1305,4611102.00,317546,67.54,0.34,-0.28
13-February-2015,10.12,10.33,9.96,10.04,10.132148332297493267,362025,843,3668091.00,227237,62.77,0.37,-0.08
12-February-2015,10.01,10.29,9.96,10.12,10.127146484825883898,337878,1059,3421740.00,168120,49.76,0.33,0.11
11-February-2015,10.65,10.65,10.00,10.05,10.080928212385925528,204910,813,2065683.00,140488,68.56,0.65,-0.60
10-February-2015,10.20,10.53,9.86,10.03,10.163394995737310039,369485,1278,3755222.00,164046,44.40,0.67,-0.17
9-February-2015,10.20,10.38,10.00,10.13,10.156505751575484136,413365,1059,4198344.00,220145,53.26,0.38,-0.07
6-February-2015,10.95,10.95,10.25,10.31,10.431424145988435171,413841,1116,4316951.00,199506,48.21,0.70,-0.64
5-February-2015,11.65,11.65,10.57,10.73,11.095902868588745667,770832,2823,8553077.00,366357,47.53,1.08,-0.92
4-February-2015,12.10,12.28,11.50,11.56,11.804512863584511646,1133471,3835,13380073.00,665784,58.74,0.78,-0.54
3-February-2015,11.50,12.30,11.42,11.88,11.914775810919111960,1422460,4028,16948292.00,685249,48.17,0.88,0.38
2-February-2015,11.30,11.65,11.13,11.38,11.461725161128007044,810846,2147,9293694.00,339797,41.91,0.52,0.08
30-January-2015,10.40,11.50,9.50,11.30,11.038807322905825960,1696922,4774,18731995.00,830624,48.95,2.00,0.90
29-January-2015,10.09,10.54,10.06,10.35,10.236224662570751294,413420,1110,4231860.00,235646,57.00,0.48,0.26
28-January-2015,10.60,10.74,9.90,10.01,10.288979864861603248,870071,1902,8952143.00,374569,43.05,0.84,-0.59
27-January-2015,10.41,10.69,10.06,10.49,10.434829942142592768,829453,2591,8655201.00,389371,46.94,0.63,0.08
23-January-2015,9.59,10.49,9.36,10.36,10.056784646665519373,1255128,3654,12622552.00,653525,52.07,1.13,0.77
22-January-2015,9.50,9.70,9.35,9.56,9.527214931441291529,455522,1297,4339856.00,246283,54.07,0.35,0.06
21-January-2015,9.50,9.63,9.07,9.39,9.361984437366447607,496060,1305,4644106.00,277814,56.00,0.56,-0.11
20-January-2015,9.30,9.55,9.30,9.47,9.411621381398761846,387028,1288,3642561.00,218865,56.55,0.25,0.17
19-January-2015,9.45,9.70,9.36,9.38,9.559069364591857338,376388,905,3597919.00,221720,58.91,0.34,-0.07
16-January-2015,9.32,9.62,9.29,9.46,9.459533152093851696,373355,828,3531764.00,197475,52.89,0.33,0.14
15-January-2015,9.47,9.60,9.18,9.48,9.452624007575205768,549160,1284,5191003.00,267199,48.66,0.42,0.01
14-January-2015,9.46,9.65,9.30,9.39,9.449738224086586185,249832,665,2360847.00,124183,49.71,0.35,-0.07
13-January-2015,9.60,9.79,9.40,9.45,9.506585914987773342,412623,852,3922636.00,243185,58.94,0.39,-0.15
12-January-2015,9.51,9.74,9.41,9.64,9.632748544071625458,193004,687,1859159.00,103531,53.64,0.33,0.13
9-January-2015,9.76,9.99,9.50,9.57,9.695821119844663094,428488,1043,4154543.00,266872,62.28,0.49,-0.19
8-January-2015,9.66,9.83,9.61,9.72,9.731125232378337995,460456,1069,4480755.00,263668,57.26,0.22,0.06
7-January-2015,9.70,9.82,9.34,9.63,9.632382051640631001,507701,1353,4890370.00,198844,39.17,0.48,-0.07
6-January-2015,9.90,10.00,9.76,9.82,9.885859249778023777,433605,1070,4286558.00,280152,64.61,0.24,-0.08
5-January-2015,10.40,10.72,9.80,9.95,10.251389479711567773,862733,2100,8844212.00,522595,60.57,0.92,-0.45
2-January-2015,10.18,10.65,10.18,10.47,10.463131955980315309,417177,1205,4364978.00,216961,52.01,0.47,0.29
1-January-2015,9.90,10.28,9.90,10.16,10.154239132148657384,253684,932,2575968.00,132533,52.24,0.38,0.26
